home_team,away_team,match_date,league,avg_goal_diff_h2h,h2h_home_winrate,home_form_winrate,away_form_winrate,home_avg_goals_scored,home_avg_goals_conceded,away_avg_goals_scored,away_avg_goals_conceded,h2h_draw_rate,h2h_total_goals,home_draw_rate,away_draw_rate,combined_draw_rate,form_differential,goals_differential,expected_total_goals,home_total_goals_avg,away_total_goals_avg,league_avg_goals,league_draw_rate,league_home_adv,home_momentum,away_momentum,momentum_differential,is_low_scoring,is_defensive_match,home_true_prob,draw_true_prob,away_true_prob,market_draw_confidence,market_favorite_confidence,market_competitiveness,odds_spread,result
Leverkusen,Freiburg,2022-05-14 00:00:00+00:00,BL1,0.0,0.5,0.6,0.4,2.7,1.1,1.7,1.4,0.25,2.5,0.2,0.3,0.25,0.19999999999999996,1.0000000000000002,4.4,3.8,3.1,3.0,0.24,0.040000000000000036,0.6666666666666666,0.7777777777777778,0.11111111111111116,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
M'gladbach,Hoffenheim,2022-05-14 00:00:00+00:00,BL1,0.0,0.5,0.3,0.4,1.6,2.2,1.6,1.9,0.25,2.5,0.3,0.25,0.275,0.10000000000000003,0.0,3.2,3.8,3.5,3.0,0.24,0.040000000000000036,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Stuttgart,FC Koln,2022-05-14 00:00:00+00:00,BL1,0.0,0.5,0.3,0.5,1.4,2.1,1.9,1.3,0.25,2.5,0.4,0.2,0.30000000000000004,0.2,0.5,3.3,3.5,3.2,3.0,0.24,0.040000000000000036,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Verona,Torino,2022-05-14 00:00:00+00:00,SA,0.0,0.5,0.4,0.3,1.6,1.3,1.2,1.2,0.25,2.5,0.25,0.35,0.3,0.10000000000000003,0.40000000000000013,2.8,2.9,2.4,2.63,0.22,0.09999999999999998,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Mainz,Ein Frankfurt,2022-05-14 00:00:00+00:00,BL1,0.0,0.5,0.7,0.4,2.1,0.5,1.5,1.4,0.25,2.5,0.15,0.25,0.2,0.29999999999999993,0.6000000000000001,3.6,2.6,2.9,3.0,0.24,0.040000000000000036,0.7777777777777778,0.1111111111111111,0.6666666666666667,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Empoli,Salernitana,2022-05-14 00:00:00+00:00,SA,0.0,0.5,0.2,0.3,1.6,2.4,0.9,2.1,0.25,2.5,0.4,0.35,0.375,0.09999999999999998,0.7000000000000001,2.5,4.0,3.0,2.63,0.22,0.09999999999999998,0.4444444444444444,0.7777777777777778,0.33333333333333337,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Bielefeld,RB Leipzig,2022-05-14 00:00:00+00:00,BL1,0.0,0.5,0.2,0.6,1.1,1.2,2.5,1.2,0.25,2.5,0.3,0.15,0.22499999999999998,0.39999999999999997,1.4,3.6,2.3,3.7,3.0,0.24,0.040000000000000036,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Espanol,Valencia,2022-05-14 00:00:00+00:00,PD,0.0,0.5,0.4,0.3,1.4,1.4,1.1,1.5,0.25,2.5,0.25,0.35,0.3,0.10000000000000003,0.2999999999999998,2.5,2.8,2.6,2.49,0.24,0.14,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Roma,Venezia,2022-05-14 00:00:00+00:00,SA,0.0,0.5,0.5,0.1,1.5,0.8,0.7,1.8,0.25,2.5,0.35,0.2,0.275,0.4,0.8,2.2,2.3,2.5,2.63,0.22,0.09999999999999998,0.7777777777777778,0.0,0.7777777777777778,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Udinese,Spezia,2022-05-14 00:00:00+00:00,SA,0.0,0.5,0.4,0.3,1.9,1.5,0.9,1.4,0.25,2.5,0.35,0.15,0.25,0.10000000000000003,0.9999999999999999,2.8,3.4,2.3,2.63,0.22,0.09999999999999998,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Augsburg,Greuther Furth,2022-05-14 00:00:00+00:00,BL1,0.0,0.5,0.3,0.0,1.4,1.4,0.7,2.7,0.25,2.5,0.2,0.4,0.30000000000000004,0.3,0.7,2.0999999999999996,2.8,3.4,3.0,0.24,0.040000000000000036,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Dortmund,Hertha,2022-05-14 00:00:00+00:00,BL1,0.0,0.5,0.6,0.1,3.1,1.9,0.6,1.8,0.25,2.5,0.15,0.2,0.175,0.5,2.5,3.7,5.0,2.4,3.0,0.24,0.040000000000000036,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Napoli,Genoa,2022-05-15 00:00:00+00:00,SA,0.0,0.5,0.4,0.0,1.7,1.1,0.3,1.7,0.25,2.5,0.2,0.45,0.325,0.4,1.4,2.0,2.8,2.0,2.62,0.24,0.09999999999999998,0.4444444444444444,0.0,0.4444444444444444,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Bologna,Sassuolo,2022-05-15 00:00:00+00:00,SA,0.0,0.5,0.3,0.3,1.0,1.2,1.8,2.0,0.25,2.5,0.35,0.3,0.32499999999999996,0.0,0.8,2.8,2.2,3.8,2.62,0.24,0.09999999999999998,0.7777777777777778,0.0,0.7777777777777778,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Milan,Atalanta,2022-05-15 00:00:00+00:00,SA,0.0,0.5,0.5,0.5,1.0,0.5,1.6,0.9,0.25,2.5,0.3,0.35,0.32499999999999996,0.0,0.6000000000000001,2.6,1.5,2.5,2.62,0.24,0.09999999999999998,0.7777777777777778,0.6666666666666666,0.11111111111111116,0.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Watford,Leicester,2022-05-15 00:00:00+00:00,PL,0.0,0.5,0.0,0.1,0.6,2.4,1.1,2.1,0.25,2.5,0.2,0.25,0.225,0.1,0.5000000000000001,1.7000000000000002,3.0,3.2,2.83,0.15,0.13,0.1111111111111111,0.1111111111111111,0.0,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Betis,Granada,2022-05-15 00:00:00+00:00,PD,0.0,0.5,0.5,0.2,1.7,1.2,1.5,1.9,0.25,2.5,0.2,0.3,0.25,0.3,0.19999999999999996,3.2,2.9,3.4,2.49,0.25,0.13,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Ath Madrid,Sevilla,2022-05-15 00:00:00+00:00,PD,0.0,0.5,0.8,0.3,2.0,0.9,0.9,0.7,0.25,2.5,0.1,0.55,0.325,0.5,1.1,2.9,2.9,1.6,2.49,0.25,0.13,0.7777777777777778,0.4444444444444444,0.33333333333333337,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Mallorca,Vallecano,2022-05-15 00:00:00+00:00,PD,0.0,0.5,0.4,0.2,1.0,1.7,0.5,1.3,0.25,2.5,0.1,0.3,0.2,0.2,0.5,1.5,2.7,1.8,2.49,0.25,0.13,0.6666666666666666,0.7777777777777778,0.11111111111111116,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Levante,Alaves,2022-05-15 00:00:00+00:00,PD,0.0,0.5,0.4,0.0,1.9,1.8,0.7,2.9,0.25,2.5,0.15,0.2,0.175,0.4,1.2,2.5999999999999996,3.7,3.6,2.49,0.25,0.13,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Getafe,Barcelona,2022-05-15 00:00:00+00:00,PD,0.0,0.5,0.5,0.8,1.3,0.6,2.1,0.8,0.25,2.5,0.45,0.15,0.3,0.30000000000000004,0.8,3.4000000000000004,1.9,2.9,2.49,0.25,0.13,0.2222222222222222,1.0,0.7777777777777778,0.0,1.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Cagliari,Inter,2022-05-15 00:00:00+00:00,SA,0.0,0.5,0.2,0.5,0.8,1.6,1.7,0.6,0.25,2.5,0.2,0.25,0.225,0.3,0.8999999999999999,2.5,2.4,2.3,2.62,0.24,0.09999999999999998,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Cadiz,Real Madrid,2022-05-15 00:00:00+00:00,PD,0.0,0.5,0.3,0.7,1.3,1.0,1.6,0.7,0.25,2.5,0.4,0.15,0.275,0.39999999999999997,0.30000000000000004,2.9000000000000004,2.3,2.3,2.49,0.25,0.13,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Wolves,Norwich,2022-05-15 00:00:00+00:00,PL,0.0,0.5,0.4,0.1,1.4,1.7,0.7,2.0,0.25,2.5,0.1,0.1,0.1,0.30000000000000004,0.7,2.0999999999999996,3.1,2.7,2.83,0.15,0.13,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
West Ham,Man City,2022-05-15 00:00:00+00:00,PL,0.0,0.5,0.5,0.8,1.5,1.2,2.4,0.3,0.25,2.5,0.15,0.15,0.15,0.30000000000000004,0.8999999999999999,3.9,2.7,2.7,2.83,0.15,0.13,0.4444444444444444,1.0,0.5555555555555556,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Leeds,Brighton,2022-05-15 00:00:00+00:00,PL,0.0,0.5,0.2,0.5,0.9,2.6,1.4,1.2,0.25,2.5,0.15,0.3,0.22499999999999998,0.3,0.4999999999999999,2.3,3.5,2.6,2.83,0.15,0.13,0.1111111111111111,0.6666666666666666,0.5555555555555556,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Villarreal,Sociedad,2022-05-15 00:00:00+00:00,PD,0.0,0.5,0.6,0.2,2.5,0.7,0.8,1.7,0.25,2.5,0.2,0.3,0.25,0.39999999999999997,1.7,3.3,3.2,2.5,2.49,0.25,0.13,0.5555555555555556,0.4444444444444444,0.11111111111111116,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Tottenham,Burnley,2022-05-15 00:00:00+00:00,PL,0.0,0.5,0.6,0.2,2.6,1.1,0.9,1.4,0.25,2.5,0.15,0.25,0.2,0.39999999999999997,1.7000000000000002,3.5,3.7,2.3,2.83,0.15,0.13,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Ath Bilbao,Osasuna,2022-05-15 00:00:00+00:00,PD,0.0,0.5,0.6,0.3,1.8,1.0,1.0,1.5,0.25,2.5,0.2,0.25,0.225,0.3,0.8,2.8,2.8,2.5,2.49,0.25,0.13,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Everton,Brentford,2022-05-15 00:00:00+00:00,PL,0.0,0.5,0.5,0.3,1.1,0.8,1.2,2.1,0.25,2.5,0.15,0.1,0.125,0.2,0.09999999999999987,2.3,1.9,3.3,2.83,0.15,0.13,0.7777777777777778,0.6666666666666666,0.11111111111111116,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Aston Villa,Crystal Palace,2022-05-15 00:00:00+00:00,PL,0.0,0.5,0.3,0.3,1.5,1.7,1.1,1.1,0.25,2.5,0.15,0.35,0.25,0.0,0.3999999999999999,2.6,3.2,2.2,2.83,0.15,0.13,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
Celta,Elche,2022-05-15 00:00:00+00:00,PD,0.0,0.5,0.5,0.3,1.8,1.1,1.0,1.8,0.25,2.5,0.3,0.15,0.22499999999999998,0.2,0.8,2.8,2.9,2.8,2.49,0.25,0.13,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Sampdoria,Fiorentina,2022-05-16 00:00:00+00:00,SA,0.0,0.5,0.3,0.3,1.3,1.4,1.3,1.7,0.25,2.5,0.15,0.25,0.2,0.0,0.0,2.6,2.7,3.0,2.62,0.24,0.06,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Juventus,Lazio,2022-05-16 00:00:00+00:00,SA,0.0,0.5,0.6,0.6,1.4,0.5,2.3,1.3,0.25,2.5,0.3,0.2,0.25,0.0,0.8999999999999999,3.6999999999999997,1.9,3.6,2.62,0.24,0.06,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
Newcastle,Arsenal,2022-05-16 00:00:00+00:00,PL,0.0,0.5,0.6,0.7,1.2,1.0,2.0,1.3,0.25,2.5,0.15,0.05,0.1,0.09999999999999998,0.8,3.2,2.2,3.3,2.82,0.19,0.11000000000000004,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Southampton,Liverpool,2022-05-17 00:00:00+00:00,PL,0.0,0.5,0.4,0.6,1.4,1.5,1.7,0.9,0.25,2.5,0.3,0.2,0.25,0.19999999999999996,0.30000000000000004,3.0999999999999996,2.9,2.6,2.79,0.19,0.12999999999999995,0.3333333333333333,0.7777777777777778,0.4444444444444445,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Aston Villa,Burnley,2022-05-19 00:00:00+00:00,PL,0.0,0.5,0.2,0.2,1.4,1.7,0.9,1.4,0.25,2.5,0.2,0.25,0.225,0.0,0.4999999999999999,2.3,3.1,2.3,2.77,0.19,0.11000000000000004,0.4444444444444444,0.4444444444444444,0.0,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
Chelsea,Leicester,2022-05-19 00:00:00+00:00,PL,0.0,0.5,0.4,0.2,1.6,1.6,1.5,2.0,0.25,2.5,0.35,0.25,0.3,0.2,0.10000000000000009,3.1,3.2,3.5,2.77,0.19,0.11000000000000004,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Everton,Crystal Palace,2022-05-19 00:00:00+00:00,PL,0.0,0.5,0.4,0.3,1.1,1.0,1.2,1.1,0.25,2.5,0.15,0.4,0.275,0.10000000000000003,0.09999999999999987,2.3,2.1,2.3,2.77,0.19,0.11000000000000004,0.4444444444444444,0.4444444444444444,0.0,1.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Real Madrid,Betis,2022-05-20 00:00:00+00:00,PD,0.0,0.5,0.7,0.4,2.6,0.8,1.7,1.0,0.25,2.5,0.2,0.2,0.2,0.29999999999999993,0.9000000000000001,4.3,3.4,2.7,2.35,0.28,0.12,1.0,0.5555555555555556,0.4444444444444444,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Torino,Roma,2022-05-20 00:00:00+00:00,SA,0.0,0.5,0.4,0.4,1.3,0.9,1.6,1.5,0.25,2.5,0.35,0.4,0.375,0.0,0.30000000000000004,2.9000000000000004,2.2,3.1,2.68,0.24,0.07999999999999996,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Vallecano,Levante,2022-05-20 00:00:00+00:00,PD,0.0,0.5,0.1,0.2,0.7,1.5,1.2,2.7,0.25,2.5,0.3,0.15,0.22499999999999998,0.1,0.5,1.9,2.2,3.9,2.35,0.28,0.12,0.2222222222222222,0.4444444444444444,0.2222222222222222,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Genoa,Bologna,2022-05-21 00:00:00+00:00,SA,0.0,0.5,0.3,0.1,0.6,0.7,1.0,1.4,0.25,2.5,0.45,0.35,0.4,0.19999999999999998,0.4,1.6,1.3,2.4,2.71,0.23,0.07,0.6666666666666666,0.2222222222222222,0.4444444444444444,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Fiorentina,Juventus,2022-05-21 00:00:00+00:00,SA,0.0,0.5,0.6,0.6,1.5,1.0,1.9,1.2,0.25,2.5,0.25,0.3,0.275,0.0,0.3999999999999999,3.4,2.5,3.1,2.71,0.23,0.07,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Lazio,Verona,2022-05-21 00:00:00+00:00,SA,0.0,0.5,0.5,0.4,1.7,1.0,1.4,1.4,0.25,2.5,0.25,0.25,0.25,0.09999999999999998,0.30000000000000004,3.0999999999999996,2.7,2.8,2.71,0.23,0.07,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Valencia,Celta,2022-05-21 00:00:00+00:00,PD,0.0,0.5,0.2,0.2,1.0,1.5,0.8,1.1,0.25,2.5,0.4,0.25,0.325,0.0,0.19999999999999996,1.8,2.5,1.9,2.4,0.28,0.09999999999999998,0.1111111111111111,0.4444444444444444,0.3333333333333333,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Atalanta,Empoli,2022-05-21 00:00:00+00:00,SA,0.0,0.5,0.1,0.0,1.4,1.7,0.8,1.7,0.25,2.5,0.35,0.45,0.4,0.1,0.5999999999999999,2.2,3.1,2.5,2.71,0.23,0.07,0.2222222222222222,0.0,0.2222222222222222,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Barcelona,Villarreal,2022-05-22 00:00:00+00:00,PD,0.0,0.5,0.7,0.5,2.1,0.9,1.7,1.1,0.25,2.5,0.2,0.2,0.2,0.19999999999999996,0.40000000000000013,3.8,3.0,2.8,2.41,0.28,0.12,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Osasuna,Mallorca,2022-05-22 00:00:00+00:00,PD,0.0,0.5,0.4,0.0,1.2,1.3,0.6,2.2,0.25,2.5,0.2,0.05,0.125,0.4,0.6,1.7999999999999998,2.5,2.8,2.41,0.28,0.12,0.4444444444444444,0.1111111111111111,0.3333333333333333,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Granada,Espanol,2022-05-22 00:00:00+00:00,PD,0.0,0.5,0.2,0.1,0.9,1.6,1.0,2.3,0.25,2.5,0.3,0.3,0.3,0.1,0.09999999999999998,1.9,2.5,3.3,2.41,0.28,0.12,0.4444444444444444,0.0,0.4444444444444444,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Alaves,Cadiz,2022-05-22 00:00:00+00:00,PD,0.0,0.5,0.4,0.2,1.1,0.9,0.6,1.0,0.25,2.5,0.2,0.4,0.30000000000000004,0.2,0.5000000000000001,1.7000000000000002,2.0,1.6,2.41,0.28,0.12,1.0,0.4444444444444444,0.5555555555555556,1.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Sassuolo,Milan,2022-05-22 00:00:00+00:00,SA,0.0,0.5,0.4,0.7,1.7,1.7,1.9,0.8,0.25,2.5,0.3,0.25,0.275,0.29999999999999993,0.19999999999999996,3.5999999999999996,3.4,2.7,2.72,0.23,0.07,0.4444444444444444,0.7777777777777778,0.33333333333333337,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Salernitana,Udinese,2022-05-22 00:00:00+00:00,SA,0.0,0.5,0.2,0.3,1.2,1.9,1.5,1.3,0.25,2.5,0.4,0.3,0.35,0.09999999999999998,0.30000000000000004,2.7,3.1,2.8,2.72,0.23,0.07,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Venezia,Cagliari,2022-05-22 00:00:00+00:00,SA,0.0,0.5,0.1,0.3,1.0,2.4,0.9,1.6,0.25,2.5,0.2,0.2,0.2,0.19999999999999998,0.09999999999999998,1.9,3.4,2.5,2.72,0.23,0.07,0.3333333333333333,0.1111111111111111,0.2222222222222222,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Sevilla,Ath Bilbao,2022-05-22 00:00:00+00:00,PD,0.0,0.5,0.4,0.3,1.5,1.0,1.0,1.3,0.25,2.5,0.6,0.2,0.4,0.10000000000000003,0.5,2.5,2.5,2.3,2.41,0.28,0.12,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Inter,Sampdoria,2022-05-22 00:00:00+00:00,SA,0.0,0.5,0.7,0.1,2.1,1.0,0.5,1.5,0.25,2.5,0.25,0.15,0.2,0.6,1.6,2.6,3.1,2.0,2.72,0.23,0.07,1.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Elche,Getafe,2022-05-22 00:00:00+00:00,PD,0.0,0.5,0.4,0.1,1.2,1.0,0.9,1.3,0.25,2.5,0.15,0.45,0.3,0.30000000000000004,0.29999999999999993,2.1,2.2,2.2,2.41,0.28,0.12,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Spezia,Napoli,2022-05-22 00:00:00+00:00,SA,0.0,0.5,0.3,0.7,1.2,1.6,1.7,0.8,0.25,2.5,0.15,0.2,0.175,0.39999999999999997,0.5,2.9,2.8,2.5,2.72,0.23,0.07,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Arsenal,Everton,2022-05-22 00:00:00+00:00,PL,0.0,0.5,0.6,0.1,1.5,1.0,0.8,2.1,0.25,2.5,0.05,0.1,0.07500000000000001,0.5,0.7,2.3,2.5,2.9,2.76,0.21,0.13,0.6666666666666666,0.4444444444444444,0.2222222222222222,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Liverpool,Wolves,2022-05-22 00:00:00+00:00,PL,0.0,0.5,0.9,0.5,2.7,0.3,1.0,0.8,0.25,2.5,0.2,0.15,0.175,0.4,1.7000000000000002,3.7,3.0,1.8,2.76,0.21,0.13,0.7777777777777778,0.1111111111111111,0.6666666666666667,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Sociedad,Ath Madrid,2022-05-22 00:00:00+00:00,PD,0.0,0.5,0.6,0.4,1.0,0.4,1.5,1.4,0.25,2.5,0.3,0.15,0.22499999999999998,0.19999999999999996,0.5,2.5,1.4,2.9,2.41,0.28,0.12,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Crystal Palace,Man United,2022-05-22 00:00:00+00:00,PL,0.0,0.5,0.3,0.2,1.3,1.0,1.3,2.3,0.25,2.5,0.35,0.3,0.32499999999999996,0.09999999999999998,0.0,2.6,2.3,3.6,2.76,0.21,0.13,0.7777777777777778,0.0,0.7777777777777778,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Brentford,Leeds,2022-05-22 00:00:00+00:00,PL,0.0,0.5,0.4,0.3,1.1,0.9,1.3,2.6,0.25,2.5,0.1,0.2,0.15000000000000002,0.10000000000000003,0.19999999999999996,2.4000000000000004,2.0,3.9,2.76,0.21,0.13,0.7777777777777778,0.4444444444444444,0.33333333333333337,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Burnley,Newcastle,2022-05-22 00:00:00+00:00,PL,0.0,0.5,0.4,0.4,0.9,1.5,1.1,1.7,0.25,2.5,0.3,0.15,0.22499999999999998,0.0,0.20000000000000007,2.0,2.4,2.8,2.76,0.21,0.13,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Leicester,Southampton,2022-05-22 00:00:00+00:00,PL,0.0,0.5,0.5,0.2,1.5,1.0,1.3,2.2,0.25,2.5,0.3,0.25,0.275,0.3,0.19999999999999996,2.8,2.5,3.5,2.76,0.21,0.13,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Man City,Aston Villa,2022-05-22 00:00:00+00:00,PL,0.0,0.5,0.8,0.5,3.7,1.0,1.4,0.8,0.25,2.5,0.2,0.25,0.225,0.30000000000000004,2.3000000000000003,5.1,4.7,2.2,2.76,0.21,0.13,1.0,0.4444444444444444,0.5555555555555556,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Norwich,Tottenham,2022-05-22 00:00:00+00:00,PL,0.0,0.5,0.2,0.5,0.7,2.6,1.9,1.1,0.25,2.5,0.15,0.1,0.125,0.3,1.2,2.5999999999999996,3.3,3.0,2.76,0.21,0.13,0.3333333333333333,0.5555555555555556,0.22222222222222227,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Chelsea,Watford,2022-05-22 00:00:00+00:00,PL,0.0,0.5,0.3,0.2,1.4,1.5,0.5,1.5,0.25,2.5,0.35,0.2,0.275,0.09999999999999998,0.8999999999999999,1.9,2.9,2.0,2.76,0.21,0.13,0.5555555555555556,0.0,0.5555555555555556,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Brighton,West Ham,2022-05-22 00:00:00+00:00,PL,0.0,0.5,0.2,0.3,1.0,1.3,1.4,1.5,0.25,2.5,0.35,0.2,0.275,0.09999999999999998,0.3999999999999999,2.4,2.3,2.9,2.76,0.21,0.13,0.5555555555555556,0.3333333333333333,0.22222222222222227,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
