home_team,away_team,match_date,league,avg_goal_diff_h2h,h2h_home_winrate,home_form_winrate,away_form_winrate,home_avg_goals_scored,home_avg_goals_conceded,away_avg_goals_scored,away_avg_goals_conceded,h2h_draw_rate,h2h_total_goals,home_draw_rate,away_draw_rate,combined_draw_rate,form_differential,goals_differential,expected_total_goals,home_total_goals_avg,away_total_goals_avg,league_avg_goals,league_draw_rate,league_home_adv,home_momentum,away_momentum,momentum_differential,is_low_scoring,is_defensive_match,home_true_prob,draw_true_prob,away_true_prob,market_draw_confidence,market_favorite_confidence,market_competitiveness,odds_spread,result
Aston Villa,Ipswich,2025-02-15 00:00:00+00:00,PL,0.0,0.5,0.5,0.2,1.7,1.0,1.2,1.9,0.25,2.5,0.35,0.25,0.3,0.3,0.5,2.9,2.7,3.1,3.13,0.25,-0.08999999999999997,0.5555555555555556,0.1111111111111111,0.4444444444444445,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Leganes,Alaves,2025-02-15 00:00:00+00:00,PD,0.0,0.5,0.3,0.1,0.7,1.5,1.2,2.0,0.25,2.5,0.3,0.25,0.275,0.19999999999999998,0.5,1.9,2.2,3.2,2.65,0.27,0.15000000000000002,0.3333333333333333,0.4444444444444444,0.1111111111111111,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Atalanta,Cagliari,2025-02-15 00:00:00+00:00,SA,0.4,0.6,0.6,0.2,2.6,1.4,1.1,1.6,0.0,2.4,0.25,0.2,0.225,0.39999999999999997,1.5,3.7,4.0,2.7,2.78,0.3,0.0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Crystal Palace,Everton,2025-02-15 00:00:00+00:00,PL,-1.0,0.0,0.2,0.2,0.9,1.5,0.7,1.1,0.4,2.6,0.35,0.45,0.4,0.0,0.20000000000000007,1.6,2.4,1.8,3.13,0.25,-0.08999999999999997,0.4444444444444444,0.4444444444444444,0.0,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
West Ham,Brentford,2025-02-15 00:00:00+00:00,PL,-0.6,0.2,0.4,0.2,1.4,2.1,1.3,1.5,0.2,3.4,0.25,0.2,0.225,0.2,0.09999999999999987,2.7,3.5,2.8,3.13,0.25,-0.08999999999999997,0.3333333333333333,0.7777777777777778,0.4444444444444445,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Osasuna,Real Madrid,2025-02-15 00:00:00+00:00,PD,-2.4,0.0,0.5,0.6,1.9,1.5,2.0,0.9,0.2,3.6,0.45,0.15,0.3,0.09999999999999998,0.10000000000000009,3.9,3.4,2.9,2.65,0.27,0.15000000000000002,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Fulham,Nott'm Forest,2025-02-15 00:00:00+00:00,PL,1.4,0.8,0.3,0.5,1.5,1.6,1.6,1.7,0.0,3.4,0.35,0.15,0.25,0.2,0.10000000000000009,3.1,3.1,3.3,3.13,0.25,-0.08999999999999997,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Lazio,Napoli,2025-02-15 00:00:00+00:00,SA,0.4,0.6,0.6,0.7,2.0,1.4,1.7,0.6,0.2,1.6,0.1,0.2,0.15000000000000002,0.09999999999999998,0.30000000000000004,3.7,3.4,2.3,2.78,0.3,0.0,0.4444444444444444,0.7777777777777778,0.33333333333333337,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Southampton,Bournemouth,2025-02-15 00:00:00+00:00,PL,-0.6666666666666666,0.3333333333333333,0.1,0.4,0.8,2.9,2.0,1.6,0.0,2.0,0.15,0.25,0.2,0.30000000000000004,1.2,2.8,3.7,3.6,3.13,0.25,-0.08999999999999997,0.0,0.5555555555555556,0.5555555555555556,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
St Pauli,Freiburg,2025-02-15 00:00:00+00:00,BL1,0.0,0.5,0.2,0.3,0.7,1.1,0.9,2.1,0.25,2.5,0.15,0.15,0.15,0.09999999999999998,0.20000000000000007,1.6,1.8,3.0,3.2,0.2,0.22000000000000003,0.4444444444444444,0.3333333333333333,0.1111111111111111,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Stuttgart,Wolfsburg,2025-02-15 00:00:00+00:00,BL1,0.2,0.4,0.6,0.5,2.2,1.2,2.2,1.4,0.2,3.8,0.25,0.3,0.275,0.09999999999999998,0.0,4.4,3.4,3.6,3.2,0.2,0.22000000000000003,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Bochum,Dortmund,2025-02-15 00:00:00+00:00,BL1,-1.4,0.0,0.2,0.2,1.0,1.8,1.2,2.1,0.4,3.4,0.2,0.25,0.225,0.0,0.19999999999999996,2.2,2.8,3.3,3.2,0.2,0.22000000000000003,0.4444444444444444,0.3333333333333333,0.1111111111111111,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Union Berlin,M'gladbach,2025-02-15 00:00:00+00:00,BL1,0.6,0.6,0.4,0.3,0.9,1.0,1.1,1.8,0.2,1.8,0.2,0.2,0.2,0.10000000000000003,0.20000000000000007,2.0,1.9,2.9,3.2,0.2,0.22000000000000003,0.4444444444444444,0.3333333333333333,0.1111111111111111,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Leverkusen,Bayern Munich,2025-02-15 00:00:00+00:00,BL1,0.0,0.4,0.8,0.7,2.7,1.2,2.8,1.0,0.4,3.2,0.35,0.15,0.25,0.10000000000000009,0.09999999999999964,5.5,3.9,3.8,3.2,0.2,0.22000000000000003,1.0,0.6666666666666666,0.33333333333333337,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Man City,Newcastle,2025-02-15 00:00:00+00:00,PL,0.8,0.6,0.6,0.5,2.0,1.4,1.9,1.3,0.4,3.2,0.25,0.2,0.225,0.09999999999999998,0.10000000000000009,3.9,3.4,3.2,3.13,0.25,-0.08999999999999997,0.7777777777777778,1.0,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Parma,Roma,2025-02-16 00:00:00+00:00,SA,0.0,0.5,0.2,0.2,1.5,2.0,1.1,1.7,0.25,2.5,0.35,0.2,0.275,0.0,0.3999999999999999,2.6,3.5,2.8,2.74,0.3,0.0,0.4444444444444444,0.7777777777777778,0.33333333333333337,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Juventus,Inter,2025-02-16 00:00:00+00:00,SA,0.4,0.4,0.4,0.8,1.8,1.0,2.7,0.6,0.4,2.8,0.55,0.2,0.375,0.4,0.9000000000000001,4.5,2.8,3.3,2.74,0.3,0.0,0.7777777777777778,0.4444444444444444,0.33333333333333337,0.0,1.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Monza,Lecce,2025-02-16 00:00:00+00:00,SA,-0.4,0.0,0.1,0.3,0.9,1.5,0.9,1.8,0.6,2.0,0.2,0.25,0.225,0.19999999999999998,0.0,1.8,2.4,2.7,2.74,0.3,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Liverpool,Wolves,2025-02-16 00:00:00+00:00,PL,0.8,0.8,0.7,0.2,2.2,0.9,1.7,2.5,0.0,2.8,0.3,0.15,0.22499999999999998,0.49999999999999994,0.5000000000000002,3.9000000000000004,3.1,4.2,3.05,0.23,-0.10999999999999999,0.7777777777777778,0.1111111111111111,0.6666666666666667,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Werder Bremen,Hoffenheim,2025-02-16 00:00:00+00:00,BL1,-0.2,0.4,0.3,0.1,1.4,1.7,0.8,1.8,0.0,4.2,0.25,0.3,0.275,0.19999999999999998,0.5999999999999999,2.2,3.1,2.6,3.09,0.21,0.14999999999999997,0.4444444444444444,0.3333333333333333,0.1111111111111111,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Ein Frankfurt,Holstein Kiel,2025-02-16 00:00:00+00:00,BL1,0.0,0.5,0.6,0.0,2.6,1.3,1.7,2.7,0.25,2.5,0.3,0.2,0.25,0.6,0.9000000000000001,4.3,3.9,4.4,3.09,0.21,0.14999999999999997,0.7777777777777778,0.1111111111111111,0.6666666666666667,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Mallorca,Las Palmas,2025-02-16 00:00:00+00:00,PD,0.6666666666666666,0.6666666666666666,0.4,0.3,0.9,1.2,1.2,1.9,0.3333333333333333,2.6666666666666665,0.1,0.15,0.125,0.10000000000000003,0.29999999999999993,2.1,2.1,3.1,2.64,0.3,0.13999999999999996,0.4444444444444444,0.1111111111111111,0.3333333333333333,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Betis,Sociedad,2025-02-16 00:00:00+00:00,PD,-0.4,0.2,0.4,0.3,1.5,1.3,0.7,0.7,0.4,1.2,0.3,0.2,0.25,0.10000000000000003,0.8,2.2,2.8,1.4,2.64,0.3,0.13999999999999996,0.2222222222222222,0.0,0.2222222222222222,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Tottenham,Man United,2025-02-16 00:00:00+00:00,PL,0.6,0.4,0.3,0.3,2.3,2.2,1.0,1.0,0.4,3.0,0.1,0.25,0.175,0.0,1.2999999999999998,3.3,4.5,2.0,3.05,0.23,-0.10999999999999999,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Valladolid,Sevilla,2025-02-16 00:00:00+00:00,PD,-1.3333333333333333,0.0,0.2,0.2,0.6,1.5,1.2,1.8,0.3333333333333333,2.6666666666666665,0.1,0.25,0.175,0.0,0.6,1.7999999999999998,2.1,3.0,2.64,0.3,0.13999999999999996,0.6666666666666666,0.4444444444444444,0.2222222222222222,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Espanol,Ath Bilbao,2025-02-16 00:00:00+00:00,PD,-0.8,0.2,0.5,0.5,1.4,1.1,1.6,1.1,0.2,2.8,0.2,0.35,0.275,0.0,0.20000000000000018,3.0,2.5,2.7,2.64,0.3,0.13999999999999996,0.7777777777777778,0.7777777777777778,0.0,0.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
Udinese,Empoli,2025-02-16 00:00:00+00:00,SA,0.2,0.2,0.3,0.2,1.2,1.6,1.4,1.9,0.8,1.4,0.25,0.3,0.275,0.09999999999999998,0.19999999999999996,2.5999999999999996,2.8,3.3,2.74,0.3,0.0,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Heidenheim,Mainz,2025-02-16 00:00:00+00:00,BL1,1.0,0.6666666666666666,0.2,0.4,0.9,1.8,1.9,1.4,0.3333333333333333,1.6666666666666667,0.1,0.2,0.15000000000000002,0.2,0.9999999999999999,2.8,2.7,3.3,3.09,0.21,0.14999999999999997,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Fiorentina,Como,2025-02-16 00:00:00+00:00,SA,0.0,0.5,0.7,0.1,2.0,1.1,0.8,1.6,0.25,2.5,0.15,0.25,0.2,0.6,1.2,2.8,3.1,2.4,2.74,0.3,0.0,0.7777777777777778,0.1111111111111111,0.6666666666666667,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Genoa,Venezia,2025-02-17 00:00:00+00:00,SA,-0.6666666666666666,0.0,0.2,0.0,1.0,1.2,0.9,2.1,0.6666666666666666,1.3333333333333333,0.35,0.3,0.32499999999999996,0.2,0.09999999999999998,1.9,2.2,3.0,2.67,0.3,0.019999999999999962,0.6666666666666666,0.1111111111111111,0.5555555555555556,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Barcelona,Vallecano,2025-02-17 00:00:00+00:00,PD,0.6,0.4,0.7,0.3,2.8,0.9,0.8,0.8,0.4,2.2,0.15,0.35,0.25,0.39999999999999997,1.9999999999999998,3.5999999999999996,3.7,1.6,2.65,0.31,0.14999999999999997,0.6666666666666666,0.5555555555555556,0.11111111111111105,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Aston Villa,Liverpool,2025-02-19 00:00:00+00:00,PL,-1.4,0.0,0.4,0.6,1.5,1.0,2.7,1.3,0.4,3.4,0.4,0.3,0.35,0.19999999999999996,1.2000000000000002,4.2,2.5,4.0,3.02,0.23,-0.10999999999999999,0.5555555555555556,0.7777777777777778,0.2222222222222222,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Lecce,Udinese,2025-02-21 00:00:00+00:00,SA,-0.4,0.2,0.2,0.2,0.8,1.7,1.0,1.7,0.4,1.6,0.25,0.25,0.25,0.0,0.19999999999999996,1.8,2.5,2.7,2.68,0.3,0.03999999999999998,0.2222222222222222,0.2222222222222222,0.0,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Leicester,Brentford,2025-02-21 00:00:00+00:00,PL,-0.2,0.4,0.2,0.3,0.8,1.9,1.3,1.3,0.4,3.4,0.1,0.2,0.15000000000000002,0.09999999999999998,0.5,2.1,2.7,2.6,3.03,0.24,-0.09999999999999998,0.0,1.0,1.0,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Freiburg,Werder Bremen,2025-02-21 00:00:00+00:00,BL1,0.6,0.8,0.7,0.5,1.9,1.3,1.8,2.0,0.0,2.2,0.15,0.2,0.175,0.19999999999999996,0.09999999999999987,3.7,3.2,3.8,3.11,0.21,0.13,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Celta,Osasuna,2025-02-21 00:00:00+00:00,PD,-0.2,0.2,0.5,0.1,1.6,1.1,0.7,1.2,0.2,2.6,0.25,0.5,0.375,0.4,0.9000000000000001,2.3,2.7,1.9,2.63,0.31,0.16999999999999998,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Arsenal,West Ham,2025-02-22 00:00:00+00:00,PL,1.8,0.6,0.7,0.2,2.4,0.9,1.0,1.9,0.2,4.6,0.3,0.25,0.275,0.49999999999999994,1.4,3.4,3.3,2.9,3.03,0.23,-0.10999999999999999,0.7777777777777778,0.1111111111111111,0.6666666666666667,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Everton,Man United,2025-02-22 00:00:00+00:00,PL,-2.4,0.0,0.3,0.2,1.4,0.8,0.7,1.1,0.0,2.8,0.4,0.2,0.30000000000000004,0.09999999999999998,0.7,2.0999999999999996,2.2,1.8,3.03,0.23,-0.10999999999999999,0.7777777777777778,0.4444444444444444,0.33333333333333337,1.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Inter,Genoa,2025-02-22 00:00:00+00:00,SA,1.0,0.4,0.6,0.3,2.2,1.4,0.9,1.5,0.6,2.6,0.2,0.35,0.275,0.3,1.3000000000000003,3.1,3.6,2.4,2.68,0.3,0.03999999999999998,0.7777777777777778,0.1111111111111111,0.6666666666666667,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Torino,Milan,2025-02-22 00:00:00+00:00,SA,-0.2,0.4,0.2,0.5,0.8,1.0,1.5,1.3,0.2,3.4,0.4,0.3,0.35,0.3,0.7,2.3,1.8,2.8,2.68,0.3,0.03999999999999998,0.5555555555555556,0.6666666666666666,0.11111111111111105,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Holstein Kiel,Leverkusen,2025-02-22 00:00:00+00:00,BL1,0.0,0.5,0.3,0.5,1.6,2.5,2.0,1.2,0.25,2.5,0.2,0.4,0.30000000000000004,0.2,0.3999999999999999,3.6,4.1,3.2,3.14,0.21,0.13,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Parma,Bologna,2025-02-22 00:00:00+00:00,SA,0.0,0.5,0.2,0.4,1.3,1.8,1.6,1.3,0.25,2.5,0.3,0.4,0.35,0.2,0.30000000000000004,2.9000000000000004,3.1,2.9,2.68,0.3,0.03999999999999998,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Dortmund,Union Berlin,2025-02-22 00:00:00+00:00,BL1,0.4,0.6,0.5,0.2,2.3,1.5,0.9,1.7,0.0,3.2,0.2,0.2,0.2,0.3,1.4,3.1999999999999997,3.8,2.6,3.14,0.21,0.13,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Venezia,Lazio,2025-02-22 00:00:00+00:00,SA,-1.6666666666666667,0.0,0.2,0.7,1.0,1.4,1.8,1.1,0.0,3.0,0.3,0.15,0.22499999999999998,0.49999999999999994,0.8,2.8,2.4,2.9,2.68,0.3,0.03999999999999998,0.1111111111111111,0.6666666666666666,0.5555555555555556,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Wolfsburg,Bochum,2025-02-22 00:00:00+00:00,BL1,1.8,0.8,0.3,0.1,1.9,1.8,1.0,2.6,0.0,3.8,0.3,0.2,0.25,0.19999999999999998,0.8999999999999999,2.9,3.7,3.6,3.14,0.21,0.13,0.5555555555555556,0.1111111111111111,0.4444444444444445,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Mainz,St Pauli,2025-02-22 00:00:00+00:00,BL1,0.0,0.5,0.5,0.4,1.3,0.9,1.1,1.2,0.25,2.5,0.15,0.15,0.15,0.09999999999999998,0.19999999999999996,2.4000000000000004,2.2,2.3,3.14,0.21,0.13,0.7777777777777778,0.3333333333333333,0.4444444444444445,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Aston Villa,Chelsea,2025-02-22 00:00:00+00:00,PL,-0.4,0.4,0.4,0.3,1.7,1.2,1.5,1.7,0.2,2.4,0.4,0.3,0.35,0.10000000000000003,0.19999999999999996,3.2,2.9,3.2,3.03,0.23,-0.10999999999999999,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Southampton,Brighton,2025-02-22 00:00:00+00:00,PL,-0.8,0.0,0.1,0.4,0.9,2.9,1.5,1.9,0.6,3.2,0.1,0.35,0.22499999999999998,0.30000000000000004,0.6,2.4,3.8,3.4,3.03,0.23,-0.10999999999999999,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Ipswich,Tottenham,2025-02-22 00:00:00+00:00,PL,0.0,0.5,0.1,0.4,0.6,2.1,1.9,1.1,0.25,2.5,0.25,0.1,0.175,0.30000000000000004,1.2999999999999998,2.5,2.7,3.0,3.03,0.23,-0.10999999999999999,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Alaves,Espanol,2025-02-22 00:00:00+00:00,PD,-0.3333333333333333,0.3333333333333333,0.3,0.0,1.0,1.2,0.6,2.1,0.0,3.0,0.3,0.25,0.275,0.3,0.4,1.6,2.2,2.7,2.62,0.3,0.18,0.1111111111111111,0.1111111111111111,0.0,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Vallecano,Villarreal,2025-02-22 00:00:00+00:00,PD,-0.2,0.4,0.5,0.5,1.6,1.3,1.6,1.4,0.4,2.2,0.35,0.3,0.32499999999999996,0.0,0.0,3.2,2.9,3.0,2.62,0.3,0.18,1.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Fulham,Crystal Palace,2025-02-22 00:00:00+00:00,PL,1.0,0.4,0.3,0.5,1.4,1.6,1.5,0.8,0.6,2.2,0.35,0.3,0.32499999999999996,0.2,0.10000000000000009,2.9,3.0,2.3,3.03,0.23,-0.10999999999999999,0.4444444444444444,1.0,0.5555555555555556,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
M'gladbach,Augsburg,2025-02-22 00:00:00+00:00,BL1,-0.2,0.2,0.6,0.2,2.0,1.0,1.0,1.9,0.2,3.4,0.2,0.3,0.25,0.39999999999999997,1.0,3.0,3.0,2.9,3.14,0.21,0.13,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Bournemouth,Wolves,2025-02-22 00:00:00+00:00,PL,0.6,0.6,0.6,0.2,1.6,0.7,1.7,2.4,0.2,2.2,0.25,0.15,0.2,0.39999999999999997,0.09999999999999987,3.3,2.3,4.1,3.03,0.23,-0.10999999999999999,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Valencia,Ath Madrid,2025-02-22 00:00:00+00:00,PD,-1.2,0.2,0.5,0.5,1.6,1.1,1.3,0.6,0.0,2.4,0.35,0.3,0.32499999999999996,0.0,0.30000000000000004,2.9000000000000004,2.7,1.9,2.62,0.3,0.18,1.0,0.4444444444444444,0.5555555555555556,0.0,1.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Las Palmas,Barcelona,2025-02-22 00:00:00+00:00,PD,-0.3333333333333333,0.3333333333333333,0.3,0.5,1.2,1.4,2.8,1.3,0.0,2.3333333333333335,0.15,0.15,0.15,0.2,1.5999999999999999,4.0,2.6,4.1,2.62,0.3,0.18,0.1111111111111111,0.5555555555555556,0.4444444444444445,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Empoli,Atalanta,2025-02-23 00:00:00+00:00,SA,-1.8,0.0,0.1,0.7,0.5,1.4,2.0,0.4,0.0,3.0,0.3,0.3,0.3,0.6,1.5,2.5,1.9,2.4,2.64,0.29,0.07,0.1111111111111111,0.7777777777777778,0.6666666666666667,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Cagliari,Juventus,2025-02-23 00:00:00+00:00,SA,-0.8,0.0,0.4,0.4,1.4,1.7,1.7,1.1,0.4,2.8,0.25,0.5,0.375,0.0,0.30000000000000004,3.0999999999999996,3.1,2.8,2.64,0.29,0.07,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
Real Madrid,Girona,2025-02-23 00:00:00+00:00,PD,1.6,0.6,0.8,0.3,2.6,1.1,0.9,1.3,0.2,3.6,0.2,0.15,0.175,0.5,1.7000000000000002,3.5,3.7,2.2,2.57,0.29,0.10999999999999999,0.7777777777777778,0.3333333333333333,0.4444444444444445,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Ath Bilbao,Valladolid,2025-02-23 00:00:00+00:00,PD,1.6666666666666667,0.6666666666666666,0.6,0.1,1.7,0.6,0.8,2.3,0.3333333333333333,3.0,0.4,0.1,0.25,0.5,0.8999999999999999,2.5,2.3,3.1,2.57,0.29,0.10999999999999999,0.7777777777777778,0.0,0.7777777777777778,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Hoffenheim,Stuttgart,2025-02-23 00:00:00+00:00,BL1,-0.4,0.2,0.2,0.4,1.5,2.4,1.4,1.6,0.6,3.2,0.3,0.2,0.25,0.2,0.10000000000000009,2.9,3.9,3.0,3.15,0.2,0.12,0.1111111111111111,0.6666666666666666,0.5555555555555556,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,D
Sociedad,Leganes,2025-02-23 00:00:00+00:00,PD,0.0,0.5,0.5,0.1,1.0,0.9,0.9,1.5,0.25,2.5,0.15,0.35,0.25,0.4,0.09999999999999998,1.9,1.9,2.4,2.57,0.29,0.10999999999999999,0.6666666666666666,0.2222222222222222,0.4444444444444444,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
RB Leipzig,Heidenheim,2025-02-23 00:00:00+00:00,BL1,1.0,1.0,0.6,0.1,1.9,1.1,1.4,2.5,0.0,2.3333333333333335,0.35,0.1,0.22499999999999998,0.5,0.5,3.3,3.0,3.9,3.15,0.2,0.12,0.7777777777777778,0.1111111111111111,0.6666666666666667,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Newcastle,Nott'm Forest,2025-02-23 00:00:00+00:00,PL,0.8,0.8,0.4,0.5,1.7,1.3,1.5,1.7,0.0,3.6,0.2,0.1,0.15000000000000002,0.09999999999999998,0.19999999999999996,3.2,3.0,3.2,3.03,0.22,-0.14,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Man City,Liverpool,2025-02-23 00:00:00+00:00,PL,0.0,0.2,0.6,0.5,2.2,1.3,2.8,1.5,0.4,2.4,0.2,0.35,0.275,0.09999999999999998,0.5999999999999996,5.0,3.5,4.3,3.03,0.22,-0.14,1.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Como,Napoli,2025-02-23 00:00:00+00:00,SA,0.0,0.5,0.3,0.7,1.4,1.6,1.9,0.8,0.25,2.5,0.25,0.2,0.225,0.39999999999999997,0.5,3.3,3.0,2.7,2.64,0.29,0.07,0.3333333333333333,0.5555555555555556,0.22222222222222227,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Verona,Fiorentina,2025-02-23 00:00:00+00:00,SA,-1.4,0.2,0.2,0.5,0.8,2.7,1.6,0.8,0.0,2.6,0.1,0.15,0.125,0.3,0.8,2.4000000000000004,3.5,2.4,2.64,0.29,0.07,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
