window,match_date,home_team,away_team,league,predicted,actual,correct,confidence,decimal_odds,profit
1,2022-12-28 00:00:00+00:00,Leeds,Man City,PL,away_win,away_win,True,0.639,1.29,0.29
1,2022-12-29 00:00:00+00:00,Ath Madrid,Elche,PD,home_win,home_win,True,0.675,1.29,0.29
1,2022-12-30 00:00:00+00:00,Valladolid,Real Madrid,PD,away_win,away_win,True,0.572,1.45,0.45
1,2022-12-31 00:00:00+00:00,Man City,Everton,PL,home_win,draw,False,0.749,1.13,-1.0
1,2022-12-31 00:00:00+00:00,Barcelona,Espanol,PD,home_win,draw,False,0.627,1.25,-1.0
1,2022-12-31 00:00:00+00:00,Newcastle,Leeds,PL,home_win,draw,False,0.581,1.45,-1.0
1,2023-01-01 00:00:00+00:00,Tottenham,Aston Villa,PL,home_win,away_win,False,0.618,1.67,-1.0
1,2023-01-02 00:00:00+00:00,Brentford,Liverpool,PL,away_win,home_win,False,0.572,1.55,-1.0
1,2023-01-03 00:00:00+00:00,Man United,Bournemouth,PL,home_win,home_win,True,0.564,1.29,0.29
1,2023-01-04 00:00:00+00:00,Lecce,Lazio,SA,away_win,home_win,False,0.554,2.05,-1.0
1,2023-01-04 00:00:00+00:00,Roma,Bologna,SA,home_win,home_win,True,0.558,1.6,0.6
1,2023-01-04 00:00:00+00:00,Spezia,Atalanta,SA,away_win,draw,False,0.586,1.67,-1.0
1,2023-01-04 00:00:00+00:00,Salernitana,Milan,SA,away_win,away_win,True,0.627,1.45,0.45
1,2023-01-04 00:00:00+00:00,Crystal Palace,Tottenham,PL,away_win,away_win,True,0.562,2.15,1.15
1,2023-01-04 00:00:00+00:00,Fiorentina,Monza,SA,home_win,draw,False,0.596,1.7,-1.0
1,2023-01-05 00:00:00+00:00,Chelsea,Man City,PL,away_win,away_win,True,0.594,1.67,0.67
1,2023-01-07 00:00:00+00:00,Monza,Inter,SA,away_win,draw,False,0.562,1.55,-1.0
1,2023-01-07 00:00:00+00:00,Fiorentina,Sassuolo,SA,home_win,home_win,True,0.585,1.7,0.7
1,2023-01-08 00:00:00+00:00,Lazio,Empoli,SA,home_win,draw,False,0.581,1.53,-1.0
1,2023-01-08 00:00:00+00:00,Sampdoria,Napoli,SA,away_win,away_win,True,0.609,1.4,0.4
1,2023-01-14 00:00:00+00:00,Inter,Verona,SA,home_win,home_win,True,0.654,1.3,0.3
1,2023-01-14 00:00:00+00:00,Lecce,Milan,SA,away_win,draw,False,0.564,1.62,-1.0
1,2023-01-15 00:00:00+00:00,Almeria,Ath Madrid,PD,away_win,draw,False,0.555,1.7,-1.0
1,2023-01-15 00:00:00+00:00,Atalanta,Salernitana,SA,home_win,home_win,True,0.644,1.4,0.4
1,2023-01-21 00:00:00+00:00,Ein Frankfurt,Schalke 04,BL1,home_win,home_win,True,0.684,1.36,0.36
1,2023-01-21 00:00:00+00:00,Salernitana,Napoli,SA,away_win,away_win,True,0.656,1.29,0.29
1,2023-01-21 00:00:00+00:00,Ath Madrid,Valladolid,PD,home_win,home_win,True,0.686,1.4,0.4
1,2023-01-22 00:00:00+00:00,Dortmund,Augsburg,BL1,home_win,home_win,True,0.626,1.3,0.3
1,2023-01-22 00:00:00+00:00,Barcelona,Getafe,PD,home_win,home_win,True,0.687,1.18,0.18
1,2023-01-22 00:00:00+00:00,Man City,Wolves,PL,home_win,home_win,True,0.725,1.2,0.2
1,2023-01-23 00:00:00+00:00,Valencia,Almeria,PD,home_win,draw,False,0.577,1.6,-1.0
1,2023-01-23 00:00:00+00:00,Inter,Empoli,SA,home_win,away_win,False,0.616,1.29,-1.0
1,2023-01-24 00:00:00+00:00,Schalke 04,Leipzig,BL1,away_win,away_win,True,0.585,1.53,0.53
1,2023-01-24 00:00:00+00:00,Bayern Munich,FC Koln,BL1,home_win,draw,False,0.645,1.2,-1.0
1,2023-01-25 00:00:00+00:00,Leverkusen,Bochum,BL1,home_win,home_win,True,0.651,1.4,0.4
1,2023-01-27 00:00:00+00:00,Leipzig,Stuttgart,BL1,home_win,home_win,True,0.571,1.33,0.33
1,2023-01-28 00:00:00+00:00,Cremonese,Inter,SA,away_win,away_win,True,0.616,1.5,0.5
1,2023-01-28 00:00:00+00:00,Girona,Barcelona,PD,away_win,away_win,True,0.595,1.57,0.57
1,2023-01-28 00:00:00+00:00,Atalanta,Sampdoria,SA,home_win,home_win,True,0.647,1.33,0.33
1,2023-01-29 00:00:00+00:00,Milan,Sassuolo,SA,home_win,away_win,False,0.597,1.5,-1.0
1,2023-02-02 00:00:00+00:00,Real Madrid,Valencia,PD,home_win,home_win,True,0.638,1.44,0.44
1,2023-02-03 00:00:00+00:00,Ath Bilbao,Cadiz,PD,home_win,home_win,True,0.631,1.36,0.36
1,2023-02-04 00:00:00+00:00,Ath Madrid,Getafe,PD,home_win,draw,False,0.655,1.4,-1.0
1,2023-02-04 00:00:00+00:00,Sassuolo,Atalanta,SA,away_win,home_win,False,0.587,1.91,-1.0
1,2023-02-04 00:00:00+00:00,Ein Frankfurt,Hertha,BL1,home_win,home_win,True,0.581,1.45,0.45
1,2023-02-04 00:00:00+00:00,M'gladbach,Schalke 04,BL1,home_win,draw,False,0.679,1.53,-1.0
1,2023-02-04 00:00:00+00:00,Everton,Arsenal,PL,away_win,home_win,False,0.639,1.4,-1.0
1,2023-02-04 00:00:00+00:00,Man United,Crystal Palace,PL,home_win,home_win,True,0.596,1.4,0.4
1,2023-02-05 00:00:00+00:00,Spezia,Napoli,SA,away_win,away_win,True,0.658,1.36,0.36
1,2023-02-05 00:00:00+00:00,Barcelona,Sevilla,PD,home_win,home_win,True,0.632,1.33,0.33
1,2023-02-05 00:00:00+00:00,Tottenham,Man City,PL,away_win,home_win,False,0.553,1.73,-1.0
1,2023-02-05 00:00:00+00:00,Sociedad,Valladolid,PD,home_win,away_win,False,0.697,1.44,-1.0
1,2023-02-06 00:00:00+00:00,Verona,Lazio,SA,away_win,draw,False,0.554,2.0,-1.0
1,2023-02-07 00:00:00+00:00,Salernitana,Juventus,SA,away_win,away_win,True,0.555,1.5,0.5
1,2023-02-11 00:00:00+00:00,Bayern Munich,Bochum,BL1,home_win,home_win,True,0.713,1.11,0.11
1,2023-02-11 00:00:00+00:00,Bournemouth,Newcastle,PL,away_win,draw,False,0.565,1.53,-1.0
1,2023-02-11 00:00:00+00:00,Arsenal,Brentford,PL,home_win,draw,False,0.601,1.44,-1.0
1,2023-02-12 00:00:00+00:00,Napoli,Cremonese,SA,home_win,home_win,True,0.685,1.18,0.18
1,2023-02-12 00:00:00+00:00,Man City,Aston Villa,PL,home_win,home_win,True,0.676,1.25,0.25
1,2023-02-13 00:00:00+00:00,Sampdoria,Inter,SA,away_win,draw,False,0.599,1.44,-1.0
1,2023-02-13 00:00:00+00:00,Liverpool,Everton,PL,home_win,home_win,True,0.586,1.5,0.5
1,2023-02-15 00:00:00+00:00,Real Madrid,Elche,PD,home_win,home_win,True,0.687,1.18,0.18
1,2023-02-18 00:00:00+00:00,Aston Villa,Arsenal,PL,away_win,away_win,True,0.597,1.5,0.5
1,2023-02-18 00:00:00+00:00,Nott'm Forest,Man City,PL,away_win,draw,False,0.625,1.3,-1.0
2,2023-02-18 00:00:00+00:00,Sociedad,Celta,PD,home_win,draw,False,0.572,1.8,-1.0
2,2023-02-18 00:00:00+00:00,Chelsea,Southampton,PL,home_win,away_win,False,0.654,1.4,-1.0
2,2023-02-19 00:00:00+00:00,Barcelona,Cadiz,PD,home_win,home_win,True,0.627,1.18,0.18
2,2023-02-19 00:00:00+00:00,Dortmund,Hertha,BL1,home_win,home_win,True,0.577,1.33,0.33
2,2023-02-19 00:00:00+00:00,Salernitana,Lazio,SA,away_win,away_win,True,0.565,1.7,0.7
2,2023-02-19 00:00:00+00:00,Spezia,Juventus,SA,away_win,away_win,True,0.578,1.62,0.62
2,2023-02-25 00:00:00+00:00,Bournemouth,Man City,PL,away_win,away_win,True,0.671,1.29,0.29
2,2023-02-25 00:00:00+00:00,Empoli,Napoli,SA,away_win,away_win,True,0.648,1.44,0.44
2,2023-02-26 00:00:00+00:00,Celta,Valladolid,PD,home_win,home_win,True,0.577,1.7,0.7
2,2023-02-26 00:00:00+00:00,Almeria,Barcelona,PD,away_win,home_win,False,0.648,1.44,-1.0
2,2023-02-27 00:00:00+00:00,Lazio,Sampdoria,SA,home_win,home_win,True,0.576,1.44,0.44
2,2023-03-01 00:00:00+00:00,Liverpool,Wolves,PL,home_win,home_win,True,0.643,1.5,0.5
2,2023-03-01 00:00:00+00:00,Arsenal,Everton,PL,home_win,home_win,True,0.665,1.36,0.36
2,2023-03-04 00:00:00+00:00,Arsenal,Bournemouth,PL,home_win,home_win,True,0.652,1.22,0.22
2,2023-03-04 00:00:00+00:00,Man City,Newcastle,PL,home_win,home_win,True,0.595,1.45,0.45
2,2023-03-04 00:00:00+00:00,Stuttgart,Bayern Munich,BL1,away_win,away_win,True,0.557,1.4,0.4
2,2023-03-05 00:00:00+00:00,Betis,Real Madrid,PD,away_win,draw,False,0.596,1.73,-1.0
2,2023-03-05 00:00:00+00:00,Inter,Lecce,SA,home_win,home_win,True,0.57,1.36,0.36
2,2023-03-05 00:00:00+00:00,Barcelona,Valencia,PD,home_win,home_win,True,0.553,1.53,0.53
2,2023-03-10 00:00:00+00:00,Spezia,Inter,SA,away_win,home_win,False,0.645,1.4,-1.0
2,2023-03-11 00:00:00+00:00,Real Madrid,Espanol,PD,home_win,home_win,True,0.589,1.25,0.25
2,2023-03-11 00:00:00+00:00,Crystal Palace,Man City,PL,away_win,away_win,True,0.66,1.36,0.36
2,2023-03-11 00:00:00+00:00,Tottenham,Nott'm Forest,PL,home_win,home_win,True,0.62,1.44,0.44
2,2023-03-11 00:00:00+00:00,Bournemouth,Liverpool,PL,away_win,home_win,False,0.633,1.4,-1.0
2,2023-03-11 00:00:00+00:00,Leipzig,M'gladbach,BL1,home_win,home_win,True,0.602,1.4,0.4
2,2023-03-11 00:00:00+00:00,Bayern Munich,Augsburg,BL1,home_win,home_win,True,0.706,1.13,0.13
2,2023-03-12 00:00:00+00:00,Man United,Southampton,PL,home_win,draw,False,0.625,1.36,-1.0
2,2023-03-12 00:00:00+00:00,Fulham,Arsenal,PL,away_win,away_win,True,0.621,1.57,0.57
2,2023-03-12 00:00:00+00:00,Juventus,Sampdoria,SA,home_win,home_win,True,0.658,1.33,0.33
2,2023-03-13 00:00:00+00:00,Milan,Salernitana,SA,home_win,draw,False,0.585,1.25,-1.0
2,2023-03-15 00:00:00+00:00,Brighton,Crystal Palace,PL,home_win,home_win,True,0.576,1.44,0.44
2,2023-03-17 00:00:00+00:00,Atalanta,Empoli,SA,home_win,home_win,True,0.63,1.4,0.4
2,2023-03-18 00:00:00+00:00,Dortmund,FC Koln,BL1,home_win,home_win,True,0.614,1.45,0.45
2,2023-03-18 00:00:00+00:00,Bochum,Leipzig,BL1,away_win,home_win,False,0.634,1.55,-1.0
2,2023-03-19 00:00:00+00:00,Sociedad,Elche,PD,home_win,home_win,True,0.635,1.4,0.4
2,2023-03-19 00:00:00+00:00,Arsenal,Crystal Palace,PL,home_win,home_win,True,0.595,1.25,0.25
2,2023-04-01 00:00:00+00:00,Cremonese,Atalanta,SA,away_win,away_win,True,0.574,1.67,0.67
2,2023-04-01 00:00:00+00:00,Arsenal,Leeds,PL,home_win,home_win,True,0.629,1.29,0.29
2,2023-04-01 00:00:00+00:00,Juventus,Verona,SA,home_win,home_win,True,0.599,1.4,0.4
2,2023-04-01 00:00:00+00:00,Bayern Munich,Dortmund,BL1,home_win,home_win,True,0.58,1.45,0.45
2,2023-04-01 00:00:00+00:00,Leipzig,Mainz,BL1,home_win,away_win,False,0.592,1.53,-1.0
2,2023-04-01 00:00:00+00:00,Elche,Barcelona,PD,away_win,away_win,True,0.617,1.33,0.33
2,2023-04-01 00:00:00+00:00,Man City,Liverpool,PL,home_win,home_win,True,0.563,1.62,0.62
2,2023-04-02 00:00:00+00:00,Real Madrid,Valladolid,PD,home_win,home_win,True,0.634,1.2,0.2
2,2023-04-04 00:00:00+00:00,Bournemouth,Brighton,PL,away_win,away_win,True,0.598,1.53,0.53
2,2023-04-07 00:00:00+00:00,Milan,Empoli,SA,home_win,draw,False,0.637,1.36,-1.0
2,2023-04-07 00:00:00+00:00,Salernitana,Inter,SA,away_win,draw,False,0.597,1.45,-1.0
2,2023-04-08 00:00:00+00:00,Freiburg,Bayern Munich,BL1,away_win,away_win,True,0.588,1.45,0.45
2,2023-04-08 00:00:00+00:00,Southampton,Man City,PL,away_win,away_win,True,0.682,1.25,0.25
2,2023-04-08 00:00:00+00:00,Fiorentina,Spezia,SA,home_win,draw,False,0.572,1.4,-1.0
2,2023-04-10 00:00:00+00:00,Barcelona,Girona,PD,home_win,draw,False,0.554,1.3,-1.0
2,2023-04-15 00:00:00+00:00,Inter,Monza,SA,home_win,away_win,False,0.646,1.44,-1.0
2,2023-04-15 00:00:00+00:00,Villarreal,Valladolid,PD,home_win,away_win,False,0.622,1.44,-1.0
2,2023-04-15 00:00:00+00:00,Tottenham,Bournemouth,PL,home_win,away_win,False,0.614,1.45,-1.0
2,2023-04-15 00:00:00+00:00,Cadiz,Real Madrid,PD,away_win,away_win,True,0.614,1.55,0.55
2,2023-04-15 00:00:00+00:00,Bayern Munich,Hoffenheim,BL1,home_win,draw,False,0.614,1.22,-1.0
2,2023-04-15 00:00:00+00:00,Man City,Leicester,PL,home_win,home_win,True,0.715,1.14,0.14
2,2023-04-16 00:00:00+00:00,Getafe,Barcelona,PD,away_win,draw,False,0.591,1.6,-1.0
2,2023-04-16 00:00:00+00:00,Nott'm Forest,Man United,PL,away_win,away_win,True,0.584,1.62,0.62
2,2023-04-16 00:00:00+00:00,West Ham,Arsenal,PL,away_win,draw,False,0.665,1.55,-1.0
2,2023-04-16 00:00:00+00:00,Girona,Elche,PD,home_win,home_win,True,0.593,1.53,0.53
2,2023-04-16 00:00:00+00:00,Ath Madrid,Almeria,PD,home_win,home_win,True,0.574,1.22,0.22
2,2023-04-21 00:00:00+00:00,Arsenal,Southampton,PL,home_win,draw,False,0.637,1.2,-1.0
2,2023-04-22 00:00:00+00:00,Liverpool,Nott'm Forest,PL,home_win,home_win,True,0.687,1.17,0.17
2,2023-04-22 00:00:00+00:00,Real Madrid,Celta,PD,home_win,home_win,True,0.652,1.36,0.36
2,2023-04-22 00:00:00+00:00,Dortmund,Ein Frankfurt,BL1,home_win,home_win,True,0.564,1.62,0.62
2,2023-04-23 00:00:00+00:00,Empoli,Inter,SA,away_win,away_win,True,0.616,1.53,0.53
2,2023-04-25 00:00:00+00:00,Girona,Real Madrid,PD,away_win,home_win,False,0.569,1.57,-1.0
2,2023-04-26 00:00:00+00:00,Celta,Elche,PD,home_win,home_win,True,0.614,1.3,0.3
2,2023-04-26 00:00:00+00:00,Ath Madrid,Mallorca,PD,home_win,home_win,True,0.575,1.4,0.4
2,2023-04-26 00:00:00+00:00,Nott'm Forest,Brighton,PL,away_win,home_win,False,0.625,1.53,-1.0
2,2023-04-27 00:00:00+00:00,Everton,Newcastle,PL,away_win,away_win,True,0.583,1.73,0.73
2,2023-04-29 00:00:00+00:00,Leipzig,Hoffenheim,BL1,home_win,home_win,True,0.656,1.44,0.44
2,2023-04-29 00:00:00+00:00,Barcelona,Betis,PD,home_win,home_win,True,0.625,1.33,0.33
2,2023-04-29 00:00:00+00:00,Real Madrid,Almeria,PD,home_win,home_win,True,0.709,1.14,0.14
2,2023-04-29 00:00:00+00:00,Brighton,Wolves,PL,home_win,home_win,True,0.552,1.5,0.5
2,2023-04-30 00:00:00+00:00,Newcastle,Southampton,PL,home_win,home_win,True,0.657,1.3,0.3
2,2023-04-30 00:00:00+00:00,Fulham,Man City,PL,away_win,away_win,True,0.614,1.25,0.25
2,2023-04-30 00:00:00+00:00,Bayern Munich,Hertha,BL1,home_win,home_win,True,0.694,1.11,0.11
2,2023-04-30 00:00:00+00:00,Fiorentina,Sampdoria,SA,home_win,home_win,True,0.598,1.33,0.33
2,2023-05-02 00:00:00+00:00,Barcelona,Osasuna,PD,home_win,home_win,True,0.698,1.14,0.14
2,2023-05-02 00:00:00+00:00,Almeria,Elche,PD,home_win,home_win,True,0.592,1.62,0.62
2,2023-05-03 00:00:00+00:00,Verona,Inter,SA,away_win,away_win,True,0.571,1.67,0.67
2,2023-05-03 00:00:00+00:00,Liverpool,Fulham,PL,home_win,home_win,True,0.653,1.25,0.25
2,2023-05-03 00:00:00+00:00,Atalanta,Spezia,SA,home_win,home_win,True,0.629,1.36,0.36
2,2023-05-03 00:00:00+00:00,Man City,West Ham,PL,home_win,home_win,True,0.663,1.2,0.2
2,2023-05-03 00:00:00+00:00,Ath Madrid,Cadiz,PD,home_win,home_win,True,0.556,1.29,0.29
2,2023-05-03 00:00:00+00:00,Milan,Cremonese,SA,home_win,draw,False,0.61,1.33,-1.0
2,2023-05-04 00:00:00+00:00,Udinese,Napoli,SA,away_win,draw,False,0.585,1.75,-1.0
2,2023-05-04 00:00:00+00:00,Ath Bilbao,Betis,PD,home_win,away_win,False,0.567,1.7,-1.0
2,2023-05-06 00:00:00+00:00,Liverpool,Brentford,PL,home_win,home_win,True,0.653,1.44,0.44
2,2023-05-06 00:00:00+00:00,Man City,Leeds,PL,home_win,home_win,True,0.711,1.17,0.17
2,2023-05-06 00:00:00+00:00,Werder Bremen,Bayern Munich,BL1,away_win,away_win,True,0.642,1.3,0.3
2,2023-05-07 00:00:00+00:00,Dortmund,Wolfsburg,BL1,home_win,home_win,True,0.567,1.44,0.44
2,2023-05-08 00:00:00+00:00,Brighton,Everton,PL,home_win,away_win,False,0.602,1.33,-1.0
2,2023-05-13 00:00:00+00:00,Leeds,Newcastle,PL,away_win,draw,False,0.62,1.7,-1.0
2,2023-05-13 00:00:00+00:00,Inter,Sassuolo,SA,home_win,home_win,True,0.679,1.4,0.4
2,2023-05-13 00:00:00+00:00,Man United,Wolves,PL,home_win,home_win,True,0.635,1.36,0.36
2,2023-05-13 00:00:00+00:00,Bayern Munich,Schalke 04,BL1,home_win,home_win,True,0.751,1.13,0.13
2,2023-05-14 00:00:00+00:00,Juventus,Cremonese,SA,home_win,home_win,True,0.638,1.36,0.36
2,2023-05-14 00:00:00+00:00,Everton,Man City,PL,away_win,away_win,True,0.588,1.36,0.36
2,2023-05-14 00:00:00+00:00,Elche,Ath Madrid,PD,away_win,home_win,False,0.671,1.36,-1.0
2,2023-05-14 00:00:00+00:00,Espanol,Barcelona,PD,away_win,away_win,True,0.624,1.65,0.65
2,2023-05-14 00:00:00+00:00,Leipzig,Werder Bremen,BL1,home_win,home_win,True,0.586,1.25,0.25
2,2023-05-14 00:00:00+00:00,Monza,Napoli,SA,away_win,home_win,False,0.58,1.73,-1.0
2,2023-05-15 00:00:00+00:00,Leicester,Liverpool,PL,away_win,away_win,True,0.606,1.57,0.57
2,2023-05-20 00:00:00+00:00,Bournemouth,Man United,PL,away_win,away_win,True,0.623,1.5,0.5
2,2023-05-20 00:00:00+00:00,Ath Bilbao,Celta,PD,home_win,home_win,True,0.59,1.62,0.62
2,2023-05-20 00:00:00+00:00,Liverpool,Aston Villa,PL,home_win,draw,False,0.659,1.45,-1.0
2,2023-05-20 00:00:00+00:00,Milan,Sampdoria,SA,home_win,home_win,True,0.661,1.17,0.17
2,2023-05-20 00:00:00+00:00,Atalanta,Verona,SA,home_win,home_win,True,0.573,1.53,0.53
2,2023-05-20 00:00:00+00:00,Nott'm Forest,Arsenal,PL,away_win,home_win,False,0.648,1.57,-1.0
2,2023-05-21 00:00:00+00:00,Leverkusen,M'gladbach,BL1,home_win,draw,False,0.603,1.45,-1.0
2,2023-05-21 00:00:00+00:00,Man City,Chelsea,PL,home_win,home_win,True,0.628,1.25,0.25
2,2023-05-21 00:00:00+00:00,Brighton,Southampton,PL,home_win,home_win,True,0.654,1.22,0.22
2,2023-05-21 00:00:00+00:00,Ath Madrid,Osasuna,PD,home_win,home_win,True,0.624,1.36,0.36
2,2023-05-22 00:00:00+00:00,Roma,Salernitana,SA,home_win,draw,False,0.557,1.45,-1.0
2,2023-05-22 00:00:00+00:00,Newcastle,Leicester,PL,home_win,draw,False,0.598,1.36,-1.0
2,2023-05-22 00:00:00+00:00,Empoli,Juventus,SA,away_win,home_win,False,0.6,1.65,-1.0
2,2023-05-23 00:00:00+00:00,Sociedad,Almeria,PD,home_win,home_win,True,0.599,1.36,0.36
2,2023-05-24 00:00:00+00:00,Villarreal,Cadiz,PD,home_win,home_win,True,0.66,1.44,0.44
2,2023-05-27 00:00:00+00:00,Wolfsburg,Hertha,BL1,home_win,away_win,False,0.575,1.36,-1.0
2,2023-05-27 00:00:00+00:00,Dortmund,Mainz,BL1,home_win,draw,False,0.586,1.14,-1.0
2,2023-05-27 00:00:00+00:00,Stuttgart,Hoffenheim,BL1,home_win,draw,False,0.586,1.57,-1.0
2,2023-05-27 00:00:00+00:00,Union Berlin,Werder Bremen,BL1,home_win,home_win,True,0.602,1.44,0.44
2,2023-05-27 00:00:00+00:00,Leipzig,Schalke 04,BL1,home_win,home_win,True,0.551,1.6,0.6
2,2023-05-27 00:00:00+00:00,FC Koln,Bayern Munich,BL1,away_win,away_win,True,0.632,1.3,0.3
2,2023-05-28 00:00:00+00:00,Barcelona,Mallorca,PD,home_win,home_win,True,0.633,1.33,0.33
2,2023-05-28 00:00:00+00:00,Arsenal,Wolves,PL,home_win,home_win,True,0.627,1.36,0.36
2,2023-05-28 00:00:00+00:00,Lazio,Cremonese,SA,home_win,home_win,True,0.641,1.22,0.22
2,2023-05-28 00:00:00+00:00,Ath Bilbao,Elche,PD,home_win,away_win,False,0.626,1.3,-1.0
2,2023-06-04 00:00:00+00:00,Napoli,Sampdoria,SA,home_win,home_win,True,0.634,1.18,0.18
2,2023-08-11 00:00:00+00:00,Burnley,Man City,PL,away_win,away_win,True,0.681,1.33,0.33
2,2023-08-12 00:00:00+00:00,Arsenal,Nott'm Forest,PL,home_win,home_win,True,0.679,1.18,0.18
2,2023-08-12 00:00:00+00:00,Brighton,Luton,PL,home_win,home_win,True,0.596,1.33,0.33
2,2023-08-13 00:00:00+00:00,Getafe,Barcelona,PD,away_win,draw,False,0.597,1.57,-1.0
2,2023-08-14 00:00:00+00:00,Ath Madrid,Granada,PD,home_win,home_win,True,0.55,1.3,0.3
2,2023-08-14 00:00:00+00:00,Man United,Wolves,PL,home_win,home_win,True,0.591,1.33,0.33
2,2023-08-19 00:00:00+00:00,Almeria,Real Madrid,PD,away_win,away_win,True,0.596,1.4,0.4
2,2023-08-19 00:00:00+00:00,Inter,Monza,SA,home_win,home_win,True,0.599,1.4,0.4
2,2023-08-19 00:00:00+00:00,Liverpool,Bournemouth,PL,home_win,home_win,True,0.629,1.2,0.2
2,2023-08-19 00:00:00+00:00,Dortmund,FC Koln,BL1,home_win,home_win,True,0.608,1.4,0.4
2,2023-08-19 00:00:00+00:00,Frosinone,Napoli,SA,away_win,away_win,True,0.633,1.36,0.36
2,2023-08-20 00:00:00+00:00,Barcelona,Cadiz,PD,home_win,home_win,True,0.614,1.2,0.2
2,2023-08-20 00:00:00+00:00,Ein Frankfurt,Darmstadt,BL1,home_win,home_win,True,0.592,1.36,0.36
2,2023-08-21 00:00:00+00:00,Torino,Cagliari,SA,home_win,draw,False,0.559,1.67,-1.0
2,2023-08-25 00:00:00+00:00,Leipzig,Stuttgart,BL1,home_win,home_win,True,0.627,1.5,0.5
2,2023-08-26 00:00:00+00:00,Bochum,Dortmund,BL1,away_win,draw,False,0.573,1.4,-1.0
2,2023-08-26 00:00:00+00:00,Frosinone,Atalanta,SA,away_win,home_win,False,0.608,1.67,-1.0
2,2023-08-26 00:00:00+00:00,Brighton,West Ham,PL,home_win,away_win,False,0.566,1.53,-1.0
2,2023-08-26 00:00:00+00:00,Man United,Nott'm Forest,PL,home_win,home_win,True,0.592,1.3,0.3
2,2023-08-26 00:00:00+00:00,Arsenal,Fulham,PL,home_win,draw,False,0.645,1.2,-1.0
2,2023-08-27 00:00:00+00:00,Bayern Munich,Augsburg,BL1,home_win,home_win,True,0.678,1.08,0.08
2,2023-08-28 00:00:00+00:00,Cagliari,Inter,SA,away_win,away_win,True,0.595,1.44,0.44
2,2023-09-01 00:00:00+00:00,Dortmund,Heidenheim,BL1,home_win,draw,False,0.603,1.25,-1.0
2,2023-09-02 00:00:00+00:00,Sociedad,Granada,PD,home_win,home_win,True,0.588,1.44,0.44
2,2023-09-02 00:00:00+00:00,Real Madrid,Getafe,PD,home_win,home_win,True,0.63,1.33,0.33
2,2023-09-02 00:00:00+00:00,Man City,Fulham,PL,home_win,home_win,True,0.716,1.17,0.17
2,2023-09-02 00:00:00+00:00,Leverkusen,Darmstadt,BL1,home_win,home_win,True,0.622,1.2,0.2
2,2023-09-02 00:00:00+00:00,M'gladbach,Bayern Munich,BL1,away_win,away_win,True,0.62,1.3,0.3
2,2023-09-03 00:00:00+00:00,Empoli,Juventus,SA,away_win,away_win,True,0.597,1.67,0.67
2,2023-09-03 00:00:00+00:00,Osasuna,Barcelona,PD,away_win,away_win,True,0.58,1.65,0.65
2,2023-09-16 00:00:00+00:00,Genoa,Napoli,SA,away_win,draw,False,0.594,1.67,-1.0
2,2023-09-16 00:00:00+00:00,Barcelona,Betis,PD,home_win,home_win,True,0.585,1.36,0.36
2,2023-09-16 00:00:00+00:00,Newcastle,Brentford,PL,home_win,home_win,True,0.554,1.53,0.53
2,2023-09-16 00:00:00+00:00,Leipzig,Augsburg,BL1,home_win,home_win,True,0.551,1.25,0.25
2,2023-09-16 00:00:00+00:00,Tottenham,Sheffield Utd,PL,home_win,home_win,True,0.607,1.29,0.29
2,2023-09-16 00:00:00+00:00,West Ham,Man City,PL,away_win,away_win,True,0.65,1.45,0.45
2,2023-09-16 00:00:00+00:00,Wolves,Liverpool,PL,away_win,away_win,True,0.643,1.45,0.45
2,2023-09-16 00:00:00+00:00,Ath Bilbao,Cadiz,PD,home_win,home_win,True,0.561,1.53,0.53
2,2023-09-17 00:00:00+00:00,Villarreal,Almeria,PD,home_win,home_win,True,0.613,1.44,0.44
2,2023-09-17 00:00:00+00:00,Roma,Empoli,SA,home_win,home_win,True,0.563,1.44,0.44
2,2023-09-17 00:00:00+00:00,Everton,Arsenal,PL,away_win,away_win,True,0.6,1.5,0.5
2,2023-09-18 00:00:00+00:00,Salernitana,Torino,SA,away_win,away_win,True,0.551,2.2,1.2
2,2023-09-22 00:00:00+00:00,Stuttgart,Darmstadt,BL1,home_win,home_win,True,0.59,1.36,0.36
2,2023-09-23 00:00:00+00:00,Man City,Nott'm Forest,PL,home_win,home_win,True,0.701,1.14,0.14
2,2023-09-23 00:00:00+00:00,Milan,Verona,SA,home_win,home_win,True,0.686,1.36,0.36
2,2023-09-23 00:00:00+00:00,Bayern Munich,Bochum,BL1,home_win,home_win,True,0.643,1.11,0.11
2,2023-09-23 00:00:00+00:00,Barcelona,Celta,PD,home_win,home_win,True,0.629,1.29,0.29
2,2023-09-24 00:00:00+00:00,Leverkusen,Heidenheim,BL1,home_win,home_win,True,0.551,1.22,0.22
2,2023-09-24 00:00:00+00:00,Liverpool,West Ham,PL,home_win,home_win,True,0.642,1.4,0.4
2,2023-09-24 00:00:00+00:00,Sheffield Utd,Newcastle,PL,away_win,away_win,True,0.621,1.44,0.44
2,2023-09-24 00:00:00+00:00,Brighton,Bournemouth,PL,home_win,home_win,True,0.626,1.36,0.36
2,2023-09-24 00:00:00+00:00,Empoli,Inter,SA,away_win,away_win,True,0.645,1.33,0.33
2,2023-09-24 00:00:00+00:00,Atalanta,Cagliari,SA,home_win,home_win,True,0.636,1.4,0.4
2,2023-09-26 00:00:00+00:00,Mallorca,Barcelona,PD,away_win,draw,False,0.646,1.5,-1.0
